Entity,Match,Matched Entity,Score
ascites..,False,Dysphagia,0.7660834
gas.,False,Bilat tinnitus,0.78922546
abdominal pain,True,Abdominal pain,1.0000001
antispasmodic effect.,False,Paratyphoid fever C,0.8104786
cardiomyopathy:,False,Type 1 MI,0.80580086
diuresis,True,Enuresis,0.93846935
peripheral edema/ascites,True,Peripheral edema,0.9177928
GVHD.,False,Bilat tinnitus,0.79501534
tachycardia,True,Tachycardia,1.0000002
overdiuresis,True,Nocturnal enuresis,0.88346815
diuresis.,False,Diurnal enuresis,0.8256113
"cardiomyopathy,",True,"Cardiomyopathy, obscure african",0.8768536
"diuresis,",True,Enuresis,0.86131376
therapeutic INR,True,Tracheal fx,0.8693224
sob,False,Koro,0.8293017
wheeze.,False,"Mild persistent asthma w allergic rhinitis, controlled",0.8122884
constipation.,False,Dysphagia,0.79831773
abdominal pain.,False,Abdominal pain,0.82777035
leukemia.,False,Zoophilia,0.74990577
abdominal discomfort/gas,True,Abdominal pain,0.8923192
prevent infection,False,Neonatal infection,0.8105717
seizure prophylaxis,True,Prophylactic anticoagulation therapy,0.87820685
eye discharge,True,Eye discharge,1.0
oral sores,True,Chronic sore throat,0.9085734
rash,True,Rash,0.99999994
"fevers,",True,"Edema, bilat eyelids",0.85584396
"weakness,",True,Muscle weakness,0.8508363
diarrhea.,False,Dysphagia,0.79420435
cystic tumor status,False,Oropharyngeal lesion,0.84061086
decrease insensible losses.,False,Red color blindness (Protan defect),0.7811955
Infectious Disease,True,Infectious diarrhea,0.8855673
Infectious Disease:,True,Infectious disease carrier,0.86636025
GIB,False,Disequilibrium,0.8184217
pneumonia,True,Pneumonia,1.0000001
MRSA.,False,Suberosis,0.78496474
aspiration PNA.,False,Hx of cystostomy (reversed),0.81995505
hematoma,True,Hematoma,0.99999994
Orthostatic hypotension,True,Orthostatic hypotension,1.0000001
Depression,True,Schizophrenia,0.91093516
pneumonia.,False,Abnl sputum,0.7825526
large abdominal wall hematoma,True,Abdominal aortic intramural hematoma,0.92910594
Pneumonia:,True,Hypostatic pneumonia,0.8500783
MRSA,True,Pertussis,0.863307
Pseudomonas,True,Pseudomonas UTI,0.8691162
Pulmonary embolism/DVTs:,False,Fhx of pulmonary embolism,0.83097446
rectus hematoma.,False,"Segmental hemangioma, perineum w PELVIS syndrome",0.8258862
Abdominal wall hematoma:,True,Abdominal wall contusion,0.8676711
rectus hematoma,True,Nasal septum hematoma,0.9253279
Zoster:,True,Hx of ocular zoster,0.85675406
Candidal vaginitis:,True,Candidal endocarditis,0.8685985
Hyperlipidemia:,True,Complex dyslipidemia,0.8696499
Depression/SAD:,False,Hx of mood disorder,0.8106575
Ulcerative Colitis:,True,Fhx of ulcerative colitis,0.850126
Orthostatic hypotension:,True,Orthostatic hypotension,0.90479404
anxiety.,False,Dysphagia,0.8221955
wheezing.,False,"Mild persistent asthma w allergic rhinitis, controlled",0.8113452
Pneumonia,True,Pneumonia,1.0000001
GI Bleed (extensive),True,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.9077555
"Abdominal wall hematoma,",True,"Superficial foreign body of abdominal wall, w infection",0.90697324
"Vagnitis,",True,"Superficial foreign body of scrotum, w infection",0.85750836
"renal transplants,",True,"Kidney cancer, bilat kidneys",0.88563883
AF,False,Loiasis,0.80943584
infection.,False,Dysphagia,0.7945928
adrenal insufficiency.,False,Poisoning by vitamin,0.8153671
hyperkalemia.,False,Drug induced hyperkalemia,0.8265872
LFTs were significantly elevated,False,Elevated CA 125,0.82604754
Atrial fibrillation,True,Chronic atrial fibrillation,0.94735867
renal transplant,True,Small kidney,0.87469506
renal transplant.,False,"Kidney cancer, bilat kidneys",0.7829602
Elevated LFTs/coagulopathy:,False,Hx of coagulopathy,0.82251716
Atrial fibrillation:,True,Chronic atrial fibrillation,0.85019857
renal transplants.,False,"Kidney cancer, bilat kidneys",0.8183255
elevated PTH.,False,Elevated serum chromium,0.8170581
thrombocytopenia.,False,Primary thrombocytopenia,0.8355221
thrombocytopenia,True,Secondary thrombocytopenia,0.9289236
to control phosphorus because of kidney failure.,False,"Drug induced DM w CKD, ESRD on dialysis",0.7967598
decompression,True,Encephalopathy,0.8761753
"VAP,",False,Abnl mammography,0.81972504
VAP.,False,Bilat blindness,0.7934798
Acute Renal failure:,True,Hx of acute renal failure,0.8618039
dehydration with free water deficit,True,Dehydration due to radiation,0.8671022
decompression.,False,Declines procedure,0.78423685
"beta blocker toxicity,",True,"Cardiac complication of OB anesthesia, postpartum",0.85651064
Leukopenia/thrombocytopenia,True,Pancytopenia,0.89843047
dry eyes,True,Dry skin,0.92267835
Sedation,True,Agitation,0.86265624
in,False,Loiasis,0.73759
breakthrough pain.,False,Headache,0.81976914
"AML,",False,"Paralytic syndrome, bilat, late effect of stroke",0.82140374
hypotensive,True,Anuria,0.86750674
transfusion reaction,True,Blood transfusion reaction,0.9592116
GERD,False,Bilat tinnitus,0.8172014
MDS with AML transformation,False,Refractory anemia w excess blasts in transformation,0.8036763
bloody bowel movements,True,Bulky stool,0.9016899
bloody watery stools,True,Bulky stool,0.915513
thrombocytopenia:,True,Primary thrombocytopenia,0.8944157
two,False,Disequilibrium,0.81795806
transfusion reactions,True,Blood transfusion reaction,0.92423195
positive PRA,False,PPD positive,0.84305525
transfusion reaction/PRA,True,Blood transfusion reaction,0.89225876
PRA positive,False,PPD positive,0.8412579
MDS with AML transformation:,False,Hx of acute myeloid leukemia,0.8085601
GERD:,False,Bilat heberdens nodes w arthropathy,0.823751
constipation:,False,Chronic constipation,0.8116169
bloody bowel movements.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.8207425
PRA positive;,False,Incomplete SAB,0.73952657
thrombolysis,True,Cardiogenic shock,0.85905665
"rectal CA,",False,Doubling of uterus w doubling of cervix and vagina,0.8080693
"DMII,",False,Abnl sputum,0.82681704
thrombolysis.,False,"Sepsis wo acute organ dysfunction, w Strep pneumoniae septicemia",0.7901581
DMII-,False,Suspected COVID-19,0.82276154
Rectal CA-dx,True,Elevated CA 125,0.8607188
rectal CA,True,Postpartum DM,0.8600217
peri-catheter thrombus,False,Mural thrombus of heart post acute MI,0.83024085
Rectal CA-Pt,True,Rectal polyp,0.8652627
Diarrhea-,False,Ascites,0.84843814
"volume overload,",True,"Paralytic syndrome, bilat, late effect of stroke",0.8764709
staph,False,Zoophilia,0.8271123
Atrial fibrillation/flutter,True,Atrial arrhythmia,0.87802
"wheeze,",True,"Mild persistent asthma w allergic rhinitis, controlled",0.8720793
pneumonia:,True,Hypostatic pneumonia,0.8500783
"pneumonia,",True,"Lobar pneumonia, RUL",0.8762431
insomnia.,False,Abnl sputum,0.78605556
shortness of breath,True,Loss of appetite,0.8667645
"dyspnea,",False,"Sciatica, bilat sides",0.84644884
itching.,False,Dysphagia,0.8176269
Apply to groin.,False,Open Le Forts type 1 fx,0.7241414
dryness.,False,Dry beriberi,0.71773756
mucus.,False,Disequilibrium,0.79062897
line flush,True,Central line occlusion,0.8645071
insomina.,False,Abnl mammography,0.7980683
pain/cramping.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.82086504
slurred speech,True,Slurred speech,0.99999994
severe COPD,True,Severe persistent asthma,0.8947537
hypercarbia,True,Hypokalemia,0.9309263
anxiety,True,Separation anxiety,0.8710222
low,False,Deaf,0.8408214
agitated,True,Plicated tongue,0.8521026
hyperglycemia,True,Hyperglycemia,0.99999994
respiratory depression.,False,Drug induced DM,0.80507404
COPD exacerbation,True,Cough variant asthma,0.876168
agitation.,False,Agitation,0.81515896
chest pain,True,Chest pain,0.99999994
decreased respirations,True,Painful respirations,0.9030791
somnolence,True,Daytime somnolence,0.9354119
"hypercarbia,",True,Respiratory acidosis,0.85620695
pain control.,False,Dysphagia,0.77664673
"anxiety,",True,"Specific phobia, heights",0.8585366
chest pain:,True,Sternal chest pain,0.8753371
anxiety:,False,Panic attack,0.81944394
constipation,True,Constipation,1.0
SOB/wheeze,True,Wheezing,0.89744246
SOB,False,Koro,0.8293017
dyspnea.,False,Bilat tinnitus,0.7942817
back pain:,True,Chronic thoracic pain,0.8598677
mental status changes,True,Cognitive changes due to medical disorder,0.86471486
severe COPD.,False,"Severe persistent asthma w allergic rhinitis, controlled",0.8167777
metastatic adenocarcinoma,True,Adenocarcinoma metastatic to liver,0.90464044
pain control,True,Jaw pain,0.8751636
rate control;,False,Chordee,0.7372424
edema,True,Edema,0.9999999
DVT,True,Hx of DVT,0.86731076
nodule,True,Neoplasm,0.8686559
edema.,False,Dysphagia,0.805285
"edema,",True,"Edema, bilat eyelids",0.88143224
diarrhea,True,Diarrhea,0.9999999
DVT/PE,True,Hx of DVT,0.87052715
"pain control,",False,Anal pain,0.8149956
breakthrough pain,True,Generalized pain,0.9277149
Nausea.,False,Dysphagia,0.81302905
apneic,False,Chronic UTI,0.8467826
SCC of lung:,False,Hx of squamous cell skin cancer,0.8480342
HTN,True,Portal htn,0.89813465
IDDM,True,Essential HTN,0.87505746
apnea,True,Apnea,1.0
coughing up phlegm.,False,"Chest wall blister, w infection",0.82152903
apnea/hypoxia,True,Hypoxemia,0.8761593
IDDM:,False,Tanapox,0.7842031
HTN:,False,Portal htn,0.83253634
diabetes mellitus,True,Dyslipidemia,0.851522
difficulty breathing.,False,Dysphagia,0.7545146
difficulty breathing,True,Difficulty walking,0.8676895
decreased oxygen levels,True,Supplemental oxygen dependence,0.8624
cellulitis.,False,Cellulitis,0.81412643
Diabetic Ketoacidosis.,False,"Bilat retinopathy of prematurity, stage 0",0.7957977
"cellulitis),",False,"Moderate persistent asthma w allergic rhinitis, controlled",0.8295755
foot ulcer,True,Rectal ulcer,0.8894317
"cellulitis,",True,Cellulitis,0.8798785
abscess/cellulitis/drug,False,Skin or subcutaneous tissue abscess,0.83511996
"foot ulcer,",True,"Skin cancer, chin",0.86643636
abscess,True,Abscess,1.0
Diabetic Ketoacidosis:,False,Non ketotic hyperglycinemia,0.80606824
increasing glucose levels.,False,Fhx of fragile x,0.8288925
Anemia:,True,Microcytic anemia,0.8596722
Iron supplementation,True,Iron deficiency anemia,0.8790499
Skin lesions:,True,Skin thickening,0.86380816
"drug reaction,",True,"Skin cancer, chin",0.8557949
Rash.,False,Dysphagia,0.77861595
pruritis.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.8272598
Diabetic Ketoacidosis,True,Non ketotic hyperglycinemia,0.87516224
foot infection.,False,"Left foot abrasion, w infection",0.8101875
"respiratory distress,",True,Respiratory distress,0.89529794
hypotension.,False,Dysphagia,0.81912434
Chronic obstructive pulmonary disease,True,Chronic obstructive bronchitis,0.89367616
Hypertension.,False,Dysphagia,0.7752863
"Coronary artery disease,",False,"Combined systolic and diastolic heart failure, unspecified acuity",0.8432468
tachycardiac.,False,"Sciatica, bilat sides",0.7925774
tachycardiac,True,Tachycardia,0.89643645
Chronic obstructive pulmonary disease/respiratory,True,Chronic obstructive bronchitis,0.8632841
respiratory distress,True,Respiratory distress,0.99999994
Hypotension,True,Hypotension,0.9999999
Hypertension,True,Hypertensive heart and CKD,0.87032497
Coronary artery disease,True,Chronic ischemic heart disease,0.8922381
"hypotension,",True,Hypotension,0.86152077
Renal failure,True,Renal failure,1.0000001
Prophylaxis,True,Vaccination,0.90806454
Chronic obstructive pulmonary disease.,False,COPD (chronic obstructive pulmonary disease),0.78466606
Coronary artery disease.,False,"Combined systolic and diastolic heart failure, unspecified acuity",0.79185843
Finger stick was 50,False,Right wrist drop,0.8223278
combative,True,Adult colic,0.8612648
screaming,True,Angry,0.8648933
"hepatic encephalopathy,",True,"Paralytic syndrome, bilat, late effect of stroke",0.8887471
"carbapenemase-resistant E.coli,",False,Carbapenem resistant enterobacterales infection,0.7740394
hepatorenal syndrome.,False,"Paralytic syndrome, late effect of stroke",0.8090443
"DIC,",False,"Letterer-Siwe disease, intraabdominal ln",0.8142664
DIC.,False,Abnl sputum,0.7941134
sedation.,False,Agitation,0.75394285
aspiration pneumonia,True,Aspiration pneumonia,0.9999998
Schizophrenia,True,Schizophrenia,1.0000001
UTI.,False,Bilat retinopathy,0.7857285
UTI-,False,Proteus UTI,0.8063978
Pulmonary Emboli:,True,Pulmonary embolism in childbirth,0.8550964
Schizophrenia-,False,Schizophreniform disorder,0.8494648
pain/discomfort,True,Neck pain,0.8812694
"Pneumonia, MRSA:",True,"Lobar pneumonia, RUL",0.8556836
Hypothyroidism:,False,Acquired hypothyroidism,0.8455712
INR<2.,False,Red color blindness (Protan defect),0.77065986
"for low Triiodothyronine Thyroxine (T4),",False,Postradioiodine therapy hypothyroidism,0.7670071
loose stools,True,Bulky stool,0.9349005
"sedation,",True,"AV block, postoperative",0.8581095
Pulmonary Embolism,True,Cerebral embolism,0.95564216
"lung clots,",True,"Skin cancer, chin",0.8841518
diuresing,True,Nocturnal enuresis,0.8864166
resusitate,False,Guttate psoriasis,0.8312838
astma.,False,Bilat blindness,0.80660474
"withdrawal,",False,"CHF, stage A",0.81392074
withdrawal,True,Drug withdrawal,0.8816008
CIWA.,False,Abnl mammography,0.81058526
"intubated,",False,"Burn, 30-39% BSA, third degree 10-19% BSA",0.775625
agitated.,False,"Anus abrasion, w infection",0.77949107
withdrawal.,False,Abnl sputum,0.74761987
intubated,False,Adult colic,0.80094063
edematous cords.,False,"Edema, bilat eyelids",0.8034405
Ventilator Associated Pneumonia:,True,Ventilator associated pneumonia,0.87931466
Pulmonary Embolism:,True,Chronic pulmonary embolism,0.8720242
solid tumors,True,Malignant ascites,0.86648273
"Alcohol Dependence, withdrawal:",True,"Nicotine dependence, in remission",0.8645909
Clostridium difficile Colitis:,False,Listerial sepsis,0.84027576
CIWA,False,Abnl glucose,0.8496687
anxiety/insomnia,True,Insomnia,0.8881843
sob/wheeze,True,Wheezing,0.89744246
clot,True,Measles,0.88339275
infection,True,Viral infection,0.92454106
hypertensive,True,Tachycardia,0.8885453
ventilator associated pneumonia,True,Ventilator associated pneumonia,1.0
Diarrhea,True,Diarrhea,0.9999999
spiked to 101.3,False,Drug induced DM,0.7714306
Rectal metastatic adenocarcinoma,True,Rectal cancer,0.9239509
"diarrhea,",True,"Edema, bilat eyelids",0.8575311
"acidosis,",True,"Paralytic syndrome, bilat, late effect of stroke",0.8614861
fevers,True,Fever,0.89987063
acidosis,True,Respiratory acidosis,0.924024
SBO,False,Abnl CBC,0.81917465
dropping HCT.,False,Abnl feces,0.8021117
elevated INR,True,Elevated AST,0.885628
neutropenic fever.,False,Dilutional thrombocytopenia,0.80794305
SBO.,False,Abnl mammography,0.83960384
NEUTROPENIC FEVER:,False,Primary thrombocytopenia,0.8334156
aspiration/pneumonia.,False,Dysphagia,0.8256153
RECTAL CANCER:,True,Rectal cancer,0.9029057
acidosis.,False,Bilat tinnitus,0.78498805
"CAD,",False,"Letterer-Siwe disease, intraabdominal ln",0.83118576
"DM2,",False,DM 2,0.82783604
"HTN,",False,Portal htn,0.8250054
"anemia,",True,"Skin cancer, chin",0.86733186
sepsis.,False,Dysphagia,0.8131873
CAD,False,Cholera,0.8436204
CHF,True,Measles,0.9089359
primary hypothyroidism;,False,Secondary hypothyroidism,0.8388376
hypothyroidism.,False,Dysphagia,0.80613685
"hypothyroidism,",False,Polyuria,0.8485856
Pancytopenia:,True,Pancytopenia,0.8865502
anemia,True,Anemia,0.99999976
"hyponatremic,",False,Hypernatremic dehydration,0.8366745
hypothyroidism;,False,Acquired hypothyroidism,0.8460665
CAD:,False,Abnl sputum,0.8125028
CHF:,False,Abnl sputum,0.7974418
overdry,True,Overactivity,0.85378724
"Pancytopenia(anemia,leukopenia,thrombocytopenia),",False,Pancytopenia,0.8483473
hypothyroidism,True,Hypothyroidism,1.0
SAH,True,Influenza,0.87039566
ADHD,True,ADHD,0.9999998
Schizoaffective disorder,True,Schizoid personality disorder,0.8673135
pleuritic,True,Pleurisy,0.903278
headaches,True,Vascular headache,0.9213101
MCA aneurysm s/p coiling,True,Intracranial aneurysm,0.85089934
Asthma:,False,Hx of asthma,0.8275478
Schizoaffective disorder:,False,Schizotypal personality disorder,0.83555865
migraines).,False,Migraine,0.81021017
ADHD:,False,Fhx of ADHD,0.81624305
fever.,False,"Gum blister, w infection",0.77735823
altered mental status,True,Neurocognitive disorder,0.8677485
presumed Wernicke's.,False,"Letterer-Siwe disease, intrapelvic ln",0.8311329
Wernicke Korsakoff's pathology.,True,Alcoholic Wernicke Korsakoff syndrome,0.85198665
Agoraphobia,True,Agoraphobia,1.0000002
serotonin syndrome,True,Serotonin syndrome,1.0000001
opioid detox,True,Opioid withdrawal,0.9075039
bruising,True,Periodic breathing,0.8707115
altered mental status.,False,Hx of nervous system disorder,0.7701212
benzodiazepine intoxication,True,Benzodiazepine overdose,0.9489825
pain-,True,Gas pain,0.85200864
Hypertension:,False,Blood pressure elevation,0.7990165
Essential tremor:,False,Benign essential tremor,0.83469576
BPH:,False,Abnl sputum,0.79426074
agitation/psychosis,True,Primary hypersomnia,0.8592137
"psychosis,",True,"Skin cancer, chin",0.85681653
"back pain,",True,Back pain,0.8559178
"Hypertension,",False,"Kidney cancer, bilat kidneys",0.8330583
"BPH,",False,"Letterer-Siwe disease, intrapelvic ln",0.83132136
confusion,True,Confusion,1.0000001
chest pain radiating to the jaw.,False,"Right thigh abrasion, w infection",0.8152818
stop the bleeding,False,Puncture wound of mouth,0.7785934
stop the bleeding.,False,Red color blindness (Protan defect),0.7552008
hypotensive.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.79381883
upper body pruritic rash.,False,"Right forearm abrasion, w infection",0.82445455
anaphylaxis,True,Anaphylaxis,1.0
ST elevations,True,Acute non ST elevation MI,0.85535437
anaphylactic reaction.,False,Poisoning by vitamin,0.82280654
OA pain,False,Bilat toe pain,0.8259104
tachycardic,True,Dysuria,0.8565364
cratered 15mm ulcer,False,Cracked tooth,0.8291015
skin boil.,False,"Groin abrasion, w infection",0.8033776
tachycardia.,False,Abnl sputum,0.7767455
"SBP dropped to the 80s and high 70s,",False,"Hx of obesity, peds (95-100 BMI percentile)",0.81908643
maintian MAPs>60.,False,Blue color blindness (Tritan defect),0.79632413
aspiration pna,True,Abnl chest MRI,0.8905717
cdiff,False,Coccyx fx,0.80378914
Hypotension:,True,Chronic hypotension,0.8804733
Abd pain/gerd:,False,GERD w paraesophageal hernia,0.8120124
Seizure d/o:,False,C1 vertebral fx,0.7344422
HCV cirrhosis,True,Alcoholic cirrhosis,0.9193131
lymphoblastic lymphoma/ALL,True,Plasma cell leukemia,0.87478364
"ALL,",False,"Letterer-Siwe disease, intrapelvic ln",0.7536274
strep viridans line infection,True,Strep viridans infection,0.95713156
lymphoblastic lymphoma,True,Chronic lymphoid leukemia,0.8761608
lymphoblastic lymphoma/leukemia,True,Plasma cell leukemia,0.86646396
lymphoma/leukemia),False,Hx of hematologic cancer,0.8150275
lymphoma.,False,Anal ulcer,0.7376528
neuropathy.,False,Bilat tinnitus,0.7802763
"lymphoma,",True,"Skin cancer, chin",0.85872805
fevers.,False,Poisoning by vitamin,0.7942756
acute lymphoblastic leukemia/lymphoma.,False,"Acute lymphoid leukemia, w CNS involvement, in remission",0.7983366
"hypotensive,",False,"Sinus bradycardia, persistent",0.84207535
lower GI bleed.,False,"Right thigh abrasion, w infection",0.79323447
HIT,False,Burn,0.8303892
atrial fibrillation,True,Chronic atrial fibrillation,0.94735867
sedated,False,Adult colic,0.8430593
LGIB,True,Abnl CBC,0.8619373
"dystonia,",True,"Infantile spasms, w status epilepticus",0.8743743
atrial fibrillation.,False,HX of atrial fibrillation,0.80093455
afib,True,Abnl posture,0.86001444
afib.,False,Bilat blindness,0.7885388
ARF,True,Disequilibrium,0.8807784
PEs,False,Disequilibrium,0.8208053
"MRSA PNA,",True,"Anus abrasion, w infection",0.85210466
torulopsis,True,Cyclophoria,0.8628337
C. diff,False,Fhx of blood disorder,0.73567796
dystonia,True,Dysphonia,0.94682133
hct 25.9,False,Overweight (BMI 25-29.9),0.77535796
platelets of 37K,False,Essential HTN,0.8352103
DM II,True,DM 1 w dermopathy,0.86323255
SBP prophylaxis.,False,Drug induced DM,0.817186
encephalopathy.,False,Static encephalopathy,0.7894467
acute alcoholic hepatitis.,False,Acute alcoholic hepatitis,0.8214601
Acute renal insufficiency:,True,Acute renal insufficiency,0.873187
hepatorenal syndrome,True,Hepatorenal syndrome,0.9999999
DM II:,False,DM 1,0.77971786
"TIA,",False,"Lobar pneumonia, LUL",0.818738
TIA,False,Loiasis,0.7577307
chronic anticoagulation,True,Declines anticoagulation therapy,0.89809734
"Polymyalgia rheumatica,",True,Polymyalgia rheumatica,0.8773507
Afib,True,Abnl posture,0.86001444
TIA's,False,Bilat soemmering's ring,0.7894298
neutropenia.,False,Formula intolerance,0.7948669
A fib,False,Loiasis,0.77884156
Dementia,True,Schizophrenia,0.90620875
DVT prophylaxis;,False,Cardiovascular device leakage,0.7960797
"suspicion of HIT,",True,"Acute DVT of bilat legs, unspecified veins",0.8701632
her DVT.,False,Abnl mammography,0.77638566
anticoagulation,True,Declines anticoagulation therapy,0.9166049
prophylaxis.,False,Hypostatic pneumonia,0.7632882
anticoagulation.,False,Dysphagia,0.799637
anxiety/depression,True,Panic disorder,0.8583364
anticoagulated,True,Adult colic,0.8545623
right foot wound.,False,"Right foot abrasion, w infection",0.84046173
0-60 mg/dL,False,CKD stage 2 (gfr 60-89),0.7335063
"long ventriculoperitoneal tachycardiac narrow complex at 139,",True,AV junctional bradycardia,0.852361
"hypertension,",False,"Kidney cancer, bilat kidneys",0.8330583
paroxysmal atrial fibrillation,True,Longstanding persistent atrial fibrillation,0.9119836
"tachycardia,",False,"Paralytic syndrome, bilat, late effect of stroke",0.84396654
hypotension,True,Hypotension,0.9999999
maintenance,True,Irregular periods,0.8673428
"rate control,",False,"Problem related to upbringing, unspecified",0.82605875
TSH was also elevated to 25,False,Cortisol binding globulin abnormality,0.7615622
Tube feeds,True,Umbilical bleeding,0.86266094
angioedema,True,Angioedema,1.0000001
angioedema.,False,Hx of angioedema,0.82526195
hypertension,True,Hypertensive heart and CKD,0.87032497
psychosis,True,Schizophrenia,0.95242214
orthostatic,True,Pelvic fx,0.8638092
?angioedema.,False,"Sciatica, bilat sides",0.8073502
orthostatic.,False,Zoophilia,0.7970086
"low-grade fever,",False,"Major vascular neurocognitive disorder, severe, w agitation",0.8217957
"cough,",True,"Skin cancer, chin",0.8611937
lethargy,True,Lethargy,1.0
"lethargy,",True,Lethargy,0.8936615
HTN.,False,Abnl mammography,0.7884642
Hyponatremia:,True,Hyponatremia,0.86106473
hyponatremia,True,Hyponatremia,1.0
neurogenic bladder,True,Neurogenic bladder,1.0
severe hyponatremia.,False,"Congenital renal hypoplasia, bilat",0.8201086
cough,True,Measles,0.8853138
neurogenic bladder.,False,Neurogenic bladder,0.8172157
BP control.,False,Drug induced DM,0.7942661
"hyponatremia,",True,"Secondary hyperparathyroidism, renal origin",0.8719484
hyperglycemia with FS 470s,True,Fhx of galactosemia,0.867623
maintain BP,False,BPH w nocturia,0.81424105
COPD,True,Osteoarthritis,0.9001453
shortness of breath.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.7739894
APML,True,Tanapox,0.8627713
NSTEMI,True,Hydrocele,0.8506999
APML:,False,Abnl sputum,0.79642534
prophylaxis of ATRA syndrome,True,HX of sick sinus syndrome,0.85973406
heart failure,True,Heart transplant failure,0.9400313
NSTEMI.,False,Abnl mammography,0.7897085
hypoxic,True,Fever,0.8904126
"heart failure,",False,"Diastolic heart failure, acute",0.8236656
thrush,True,Neonatal thrush,0.8622693
"NSTEMI,",False,"CAD of autologous vein graft, wo angina",0.83738226
"APML,",False,Hydrocele,0.8338114
PVD,True,Essential HTN,0.8890485
"stent placement,",True,"HX of heart valve replacement, mechanical",0.876457
"PVD,",False,"Preeclampsia w preexisting HTN, unspecified",0.82723176
stent placement,True,Hx of iliac stent placement,0.91015214
"CAD/PVD,",False,"CAD of nonautologous graft, wo angina",0.8283962
AFib,True,Abnl posture,0.86001444
in-stent thrombosis,False,Vascular graft thrombosis,0.8445669
stenting,True,Encephalopathy,0.8747315
angioplasty/stenting,False,Hx of peripheral vascular angioplasty,0.8356539
angioplasty,True,Tachycardia,0.894134
Chronic pain:,True,Chronic malignant pain,0.85052365
Depression:,False,Fhx of depression,0.8217962
Pain.,False,Dysphagia,0.76873326
Chest pain:,True,Sternal chest pain,0.8753371
chest pressure.,False,Blood pressure elevation,0.76572686
chest pain.,False,Chest pain,0.8073653
PNA.,False,Abnl mammography,0.8286012
Hypothyroidism,True,Hypothyroidism,1.0
CAP.,False,Bilat retinopathy,0.8035229
bronchitis.,False,Chemical bronchitis,0.8357152
esophagitis,True,Reflux esophagitis,0.9427451
esophagitis.,False,Dysphagia,0.8369527
Cystitis:,True,Chronic cystitis,0.87864923
rectal discomfort.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.81365156
Hypothyroidism.,False,Dysphagia,0.80613685
"fever,",True,Fever,0.8894869
Upper Gastrointestinal Bleed:,True,Hx of upper gastrointestinal bleed,0.8897501
"chronic pain,",False,"Acute and chronic posttraumatic respiratory failure, unspecified type",0.8198018
gastropathy,True,Gastropathy,0.99999976
Hyperliipidemia:,False,Fhx of hyperlipoproteinemia (A),0.8435266
ulcer,True,Psoriasis,0.89194536
stomach irriation.,False,Red color blindness (Protan defect),0.83793736
Metastatic breast cancer to the brain/Seizure:,True,Cancer metastatic to brain,0.8500757
"Encephalopathy,",True,"Paralytic syndrome, bilat, late effect of stroke",0.86339724
her seizure.,False,"Right facial weakness, late effect of cerebrovascular disease",0.801342
fever/pain.,False,Headache,0.8050837
line flush.,False,Hx of PICC line (removed),0.80716276
anti-seizure,False,Poisoning by anti-asthma medication,0.8400398
